,userId,movieId,tag,timestamp
17222,3448,109487,good science,1475419257
17223,3448,109487,interesting ideea,1477227546
17224,3448,109487,Matthew McConaughey,1475419251
17225,3448,109487,Murphy's Law,1477227552
17226,3448,109487,philosophical issues,1475419261
17227,3448,109487,physics,1475419246
17228,3448,109487,plot holes,1475419336
17229,3448,109487,relativity,1475419241
17230,3448,109487,sci-fi,1475419235
17231,3448,109487,science fiction,1475419255
17232,3448,109487,sentimental,1475419396
17233,3448,109487,space,1475419235
17234,3448,109487,space exploration,1475419352
17235,3448,109487,space travel,1475419263
17236,3448,109487,suspense,1477227562
17237,3448,109487,thought-provoking,1475419243
17238,3448,109487,time paradox,1475419373
17239,3448,109487,time travel,1475419245
17240,3448,109487,time-travel,1475419239
17241,3448,109487,twist ending,1475419377
17242,3448,109487,visually appealing,1475419326
17243,3448,109487,wasted potential,1477227548
17244,3448,109487,wormhole,1475419247
17269,3448,111443,cooking,1529904037
17270,3448,111443,entrepreneurs,1529904095
17271,3448,111443,feel good movie,1529904040
17272,3448,111443,food,1529904035
17273,3448,111443,Have you seen Chef?,1529904084
17274,3448,111443,Jon Favreau,1529904069
17275,3448,111443,predictable,1529904092
17276,3448,111443,road trip,1529904038
17277,3448,111443,Twitter,1529904097
17575,3448,122890,beautiful animations,1474827791
17576,3448,122890,fantasy,1474827781
17577,3448,122890,poor storyline,1477230780
17578,3448,122890,video game adaptation,1474827782
17920,3448,160954,internet,1475419696
17921,3448,160954,unusual,1475419704
17929,3448,162578,beautiful,1523179252
17930,3448,162578,funny,1523179325
17931,3448,162578,Laika,1523179320
17932,3448,162578,magic,1523179250
17933,3448,162578,predictable,1523179253
17934,3448,162578,quest,1523179257
17935,3448,162578,stop-motion,1523179258
17936,3448,162578,visually appealing,1523179248
19192,3627,72011,Bechdel Test:Pass,1286214144
19193,3627,72011,George Clooney,1286214138
19194,3627,72011,Jason Reitman,1286214157
19780,3750,71535,post-apocalyptic,1295577860
20580,3975,72011,Anna Kendrick,1275236359
20581,3975,72011,George Clooney,1275236345
20582,3975,72011,Jason Bateman,1275236349
20583,3975,72011,Jason Reitman,1275236377
20584,3975,72011,Vera Farmiga,1275236368
20775,3994,162578,visually appealing,1492871506
21065,4117,109487,Christopher Nolan,1442298220
21184,4262,109487,Christopher Nolan,1529842330
21185,4262,109487,philosophical issues,1529842342
21186,4262,109487,physics,1529842325
21187,4262,109487,relativity,1529842332
21188,4262,109487,sentimental,1529842345
21189,4262,109487,time travel,1529842327
22125,4429,111443,cooking,1509584736
22126,4429,111443,entrepreneurs,1509584740
22127,4429,111443,feel good movie,1509584735
22128,4429,111443,food,1509584724
22129,4429,111443,happy ending,1509584746
22130,4429,111443,predictable,1509584726
22964,4429,182459,creepy,1524335386
22965,4429,182459,spain,1524335409
22966,4429,182459,stop motion animation,1524335390
23308,4429,192283,Awkwafina,1541638210
23309,4429,192283,feel good,1545782020
23310,4429,192283,gemma chan,1545782010
23311,4429,192283,luxury,1541638215
23312,4429,192283,visually appealing,1545782014
23313,4429,192283,wealth,1541638208
23314,4429,192283,wedding,1541638220
24195,4802,109487,thought-provoking,1421165135
24487,4825,55820,Coen Brothers,1554218914
24785,4835,90249,feel-good,1341635395
24786,4835,90249,Hugh Jackman,1341635383
25091,5114,162578,boring,1475623523
25092,5114,162578,Cheesy,1475623786
25093,5114,162578,cliché,1475623500
25094,5114,162578,missed opportunity,1525647557
25095,5114,162578,predictable,1525647577
25096,5114,162578,visually appealing,1525647572
25790,5196,78039,realism,1457997380
25791,5196,78039,unlikeable characters,1457997367
25963,5196,134368,comedy,1467608456
25964,5196,134368,feminist,1467608453
25965,5196,134368,melissa mccarthy,1467608458
26536,5393,55820,coen brothers,1263706143
26537,5393,55820,Javier Bardem,1263706147
26538,5393,55820,twist ending,1263706150
26587,5393,66097,alternate universe,1273621785
26588,5393,66097,claymation,1273621775
26589,5393,66097,creepy,1273621800
26590,5393,66097,dystopia,1273621795
26591,5393,66097,Surreal,1273621792
26647,5393,71535,Bill Murray,1261244322
26648,5393,71535,Emma Stone,1261244338
26649,5393,71535,Jesse Eisenberg,1261244341
26650,5393,71535,post-apocalyptic,1261244314
26651,5393,71535,Woody Harrelson,1261244316
26658,5393,72011,George Clooney,1276917034
26749,5393,85510,characters,1314631904
26750,5393,85510,ending,1314631892
26751,5393,85510,soundtrack,1314631886
26798,5393,90057,Jessica Chastain,1345848035
26799,5393,90057,mental illness,1345848042
26800,5393,90057,Michael Shannon,1345848033
26905,5393,109487,Anne Hathaway,1415408554
26906,5393,109487,Casey Affleck,1415408691
26907,5393,109487,Christopher Nolan,1415408558
26908,5393,109487,Jessica Chastain,1415408647
26909,5393,109487,John Lithgow,1415408727
26910,5393,109487,Matt Damon,1415408666
26911,5393,109487,Matthew McConaughey,1415408551
26912,5393,109487,Michael Caine,1415408596
26935,5413,109487,good science,1568664107
26936,5413,109487,post-apocalyptic,1568664120
26937,5413,109487,time travel,1568664082
26938,5413,109487,wormhole,1568664087
27287,5503,66097,alone in the world,1375249601
27288,5503,66097,alternate reality,1375249586
27289,5503,66097,dark fantasy,1375249593
27290,5503,66097,fairy tale,1375249579
27291,5503,66097,Fantasy,1375249590
27292,5503,66097,gothic,1375249582
27293,5503,66097,Surreal,1375249583
27423,5503,99007,comedic horror,1449453149
27424,5503,99007,zombies,1449453155
27541,5548,109487,real sf,1459626798
29238,5819,109487,philosophical,1567949125
29501,5955,66097,imaginative,1357084474
29502,5955,66097,surreal,1357084501
30993,6038,47423,Addiction,1416351327
30994,6038,47423,Bechdel Test:Pass,1416351343
30995,6038,47423,crack,1416351337
30996,6038,47423,drugs,1416351322
30997,6038,47423,friendship,1416351324
30998,6038,47423,teacher,1416351329
30999,6038,47423,USA,1416351352
31249,6038,66097,alternate reality,1396286906
31250,6038,66097,animation,1450639326
31251,6038,66097,Bechdel Test:Pass,1396282535
31252,6038,66097,dark fantasy,1396287088
31253,6038,66097,fantasy world,1396286900
31254,6038,66097,gothic,1396286934
31255,6038,66097,talking animals,1396287093
31316,6038,71535,imdb top 250,1417215349
31317,6038,71535,post-apocalyptic,1417214908
31318,6038,71535,zombies,1417214905
31386,6038,78088,buried alive,1421457439
31504,6038,85510,asylum,1427800355
31505,6038,86298,birds,1421457292
31506,6038,86298,Brazil,1421457299
31507,6038,86298,South America,1421457301
32003,6038,109487,end of the world,1426608298
32004,6038,109487,sci-fi,1426608291
32005,6038,109487,space travel,1426608276
32006,6038,109487,time travel,1426608280
32007,6038,109487,twist ending,1426608527
32008,6038,109487,USA,1426608305
32042,6038,111443,cooking,1420077808
32043,6038,111443,father-son relationship,1420077801
32044,6038,111443,food,1420077810
32045,6038,111443,friendship,1420077812
32046,6038,111443,road trip,1420077927
32047,6038,111443,Twitter,1420077821
32048,6038,111443,USA,1420077805
32281,6038,122890,fantasy,1479765697
32282,6038,122890,orcs,1479079713
32364,6038,134368,Bechdel Test:Pass,1466635032
32365,6038,134368,cia,1466635035
32366,6038,134368,comedy,1466635029
32367,6038,134368,spy,1466635059
32938,6120,55820,atmospheric,1472098979
32939,6120,55820,Cormac McCarthy,1472098961
32940,6120,55820,great acting,1472098956
32941,6120,55820,Javier Bardem,1472098974
32942,6120,55820,Oscar (Best Picture),1472098983
32943,6120,55820,thriller,1472098965
32972,6200,109487,Christopher Nolan,1443299312
32973,6200,109487,relativity,1443299316
32974,6200,109487,space,1443299309
32975,6200,109487,thought-provoking,1443299319
38906,6328,55820,Relentless,1452370140
39221,6516,55820,Coen Brothers,1551957622
39263,6516,72011,airport,1551954139
39264,6516,72011,cynicism,1551954141
39265,6516,72011,loneliness,1551954133
39273,6516,78088,buried alive,1551955701
39274,6516,78088,Realistic ending,1551955703
39275,6516,78088,Survival Story,1551955716
39276,6516,78088,tense,1551955709
39393,6516,109487,artificial intelligence,1551957846
39394,6516,109487,soundtrack,1551957877
39395,6516,109487,space,1551957838
105540,6550,47423,alcoholic,1528592076
105541,6550,47423,basketball,1528592076
105542,6550,47423,bicycle,1528592076
105543,6550,47423,class,1528592076
105544,6550,47423,crack,1528592076
105545,6550,47423,date,1528592076
105546,6550,47423,drug habit,1528592076
105547,6550,47423,ex-girlfriend,1528592076
105548,6550,47423,freebasing,1528592076
105549,6550,47423,ghetto,1528592076
105550,6550,47423,independent film,1528592076
105551,6550,47423,junior high school,1528592076
105552,6550,47423,liberal,1528592076
105553,6550,47423,new york city,1528592076
105554,6550,47423,prison,1528592076
105555,6550,47423,sport,1528592076
105556,6550,47423,student,1528592076
105557,6550,47423,teacher,1528592076
105558,6550,47423,theft,1528592076
108451,6550,52005,aboriginal,1527404312
108452,6550,52005,aborigine,1527404312
108453,6550,52005,australia,1527404312
108454,6550,52005,australian aborigine,1527404312
108455,6550,52005,fishing,1527404312
108456,6550,52005,friendship,1527404312
108457,6550,52005,male friendship,1527404312
108458,6550,52005,marriage,1527404312
108459,6550,52005,marriage crisis,1527404312
108460,6550,52005,murder,1527404312
108461,6550,52005,small town,1527404312
110714,6550,55272,gangster,1528559283
110715,6550,55272,new york,1528559283
110716,6550,55272,nightclub,1528559283
110717,6550,55272,parent child relationship,1528559283
111181,6550,55820,drug traffic,1528560057
111182,6550,55820,hitman,1528560057
111183,6550,55820,suspense,1528560057
111184,6550,55820,texas,1528560057
111185,6550,55820,united states–mexico barrier,1528560057
113157,6550,58783,age difference,1527404778
113158,6550,58783,aging,1527404778
113159,6550,58783,amnesia,1527404778
113160,6550,58783,bern,1527404778
113161,6550,58783,car crash,1527404778
113162,6550,58783,crush,1527404778
113163,6550,58783,doctor,1527404778
113164,6550,58783,dual identity,1527404778
113165,6550,58783,elderly,1527404778
113166,6550,58783,eternal youth,1527404778
113167,6550,58783,fountain of youth,1527404778
113168,6550,58783,geneva,1527404778
113169,6550,58783,genius,1527404778
113170,6550,58783,gestapo,1527404778
113171,6550,58783,hospital,1527404778
113172,6550,58783,identity,1527404778
113173,6550,58783,lightning,1527404778
113174,6550,58783,love of one's life,1527404778
113175,6550,58783,lovers,1527404778
113176,6550,58783,malta,1527404778
113177,6550,58783,mirror,1527404778
113178,6550,58783,nepal,1527404778
113179,6550,58783,new identity,1527404778
113180,6550,58783,new love,1527404778
113181,6550,58783,parallel world,1527404778
113182,6550,58783,partnership,1527404778
113183,6550,58783,psychopath,1527404778
113184,6550,58783,romania,1527404778
113185,6550,58783,secret identity,1527404778
113186,6550,58783,soulmates,1527404778
113525,6550,59220,american,1528350055
113526,6550,59220,american abroad,1528350055
113527,6550,59220,arts and culture,1528350055
113528,6550,59220,boss,1528350055
113529,6550,59220,call center,1528350055
113530,6550,59220,company,1528350055
113531,6550,59220,cow,1528350055
113532,6550,59220,daily life,1528350055
113533,6550,59220,independent film,1528350055
113534,6550,59220,india,1528350055
113535,6550,59220,new love,1528350055
113536,6550,59220,romantic comedy,1528350055
113537,6550,59220,succession,1528350055
113538,6550,59220,unexpected happiness,1528350055
116991,6550,66097,3d,1528596293
116992,6550,66097,aftercreditsstinger,1528596293
116993,6550,66097,alternate reality,1528528334
116994,6550,66097,animation,1528528330
116995,6550,66097,button,1528596293
116996,6550,66097,creepy,1528528335
116997,6550,66097,dream,1528596293
116998,6550,66097,duringcreditsstinger,1528596293
116999,6550,66097,eye,1528596293
117000,6550,66097,fairy tale,1528528345
117001,6550,66097,new home,1528596293
117002,6550,66097,parallel world,1528596293
117003,6550,66097,secret door,1528596293
117004,6550,66097,stop motion,1528528328
117005,6550,66097,stuffed animal,1528596293
117006,6550,66097,Surreal,1528528326
118095,6550,68548,Magnolia Pictures,1555446294
118096,6550,68548,suspense,1527373762
120296,6550,71535,aftercreditsstinger,1528513313
120297,6550,71535,amusement park,1528513313
120298,6550,71535,blood splatter,1528513313
120299,6550,71535,body count,1528513313
120300,6550,71535,disposing of a dead body,1528513313
120301,6550,71535,fear of clowns,1528513313
120302,6550,71535,loner,1528513313
120303,6550,71535,parody,1528513313
120304,6550,71535,post-apocalyptic,1528513313
120305,6550,71535,road trip,1528513313
120306,6550,71535,sibling relationship,1528513313
120307,6550,71535,survival,1528513313
120308,6550,71535,survival horror,1528513313
120309,6550,71535,twinkie,1528513313
120310,6550,71535,violence,1528513313
120311,6550,71535,washington d.c.,1528513313
120312,6550,71535,zombie,1528513313
120313,6550,71535,zombie apocalypse,1528513313
120314,6550,71535,zombification,1528513313
120547,6550,72011,business,1528593225
120548,6550,72011,business trip,1528593225
120549,6550,72011,cross country,1528593225
120550,6550,72011,downsizing,1528593225
120551,6550,72011,duringcreditsstinger,1528593225
120552,6550,72011,job termination,1528593225
120553,6550,72011,las vegas,1528593225
120554,6550,72011,omaha,1528593225
120555,6550,72011,on the road,1528593225
120556,6550,72011,suitcase,1528593225
120557,6550,72011,videoconferencing,1528593225
121230,6550,72947,christmas,1527400279
121231,6550,72947,coming out,1527400279
121232,6550,72947,gay,1527400279
121233,6550,72947,gay relationship,1527400279
121234,6550,72947,holiday,1527400279
121235,6550,72947,lgbt teen,1527400279
121889,6550,74154,duringcreditsstinger,1528351755
121890,6550,74154,love,1528351755
121891,6550,74154,lucky,1528351755
121892,6550,74154,new york,1528351755
121893,6550,74154,romance,1528351755
121894,6550,74154,romantic comedy,1528351755
121895,6550,74154,rome,1528351755
121896,6550,74154,spell,1528351755
122580,6550,75813,hospital,1528350227
122581,6550,75813,independent film,1528350227
122582,6550,75813,kitchen,1528350227
122583,6550,75813,mentor,1528350227
122584,6550,75813,profanity,1528350227
122585,6550,75813,restart,1528350227
122586,6550,75813,road trip,1528350227
122587,6550,75813,sibling relationship,1528350227
122588,6550,75813,twin brother,1528350227
123794,6550,78039,bridge,1528592386
123795,6550,78039,children,1528592386
123796,6550,78039,classroom,1528592386
123797,6550,78039,dancing,1528592386
123798,6550,78039,depression,1528592386
123799,6550,78039,dysfunctional family,1528592386
123800,6550,78039,love,1528592386
123801,6550,78039,marriage,1528592386
123802,6550,78039,nurse,1528592386
123803,6550,78039,truck,1528592386
123840,6550,78088,aftercreditsstinger,1528591807
123841,6550,78088,buried alive,1528591807
123842,6550,78088,captivity,1528591807
123843,6550,78088,cell phone,1528591807
123844,6550,78088,chases and races,1528591807
123845,6550,78088,coffin,1528591807
123846,6550,78088,confined,1528591807
123847,6550,78088,danger,1528591807
123848,6550,78088,desert,1528591807
123849,6550,78088,isolation,1528591807
123850,6550,78088,mind and soul,1528591807
123851,6550,78088,one location movie,1528591807
123852,6550,78088,psychological,1528591807
123853,6550,78088,race against time,1528591807
123854,6550,78088,survival,1528591807
123855,6550,78088,terrorism,1528591807
125948,6550,80831,1980s,1528591871
125949,6550,80831,biting,1528591871
125950,6550,80831,bully,1528591871
125951,6550,80831,child vampire,1528591871
125952,6550,80831,dead boy,1528591871
125953,6550,80831,hammer horror,1528591871
125954,6550,80831,remake,1528591871
125955,6550,80831,vampire,1528591871
125956,6550,80831,young boy,1528591871
129314,6550,85510,alternative,1527452310
129315,6550,85510,asylum,1527452310
129316,6550,85510,brothel,1527452310
129317,6550,85510,escape,1527452310
129318,6550,85510,fantasy,1527452310
129319,6550,85510,imagination,1527452310
129320,6550,85510,inmate,1527452310
129321,6550,85510,lobotomy,1527452310
129322,6550,85510,reality,1527452310
129323,6550,85510,robot,1527452310
129324,6550,85510,violence,1527452310
129703,6550,86298,adventure,1527460600
129704,6550,86298,animal,1527460600
129705,6550,86298,bird,1527460600
129706,6550,86298,brazil,1527460600
129707,6550,86298,canary,1527460600
129708,6550,86298,city,1527460600
129709,6550,86298,duringcreditsstinger,1527460600
129710,6550,86298,jungle,1527460600
129711,6550,86298,musical,1527460600
129712,6550,86298,pet,1527460600
129713,6550,86298,samba,1527460600
132228,6550,89554,cheating,1528348239
132229,6550,89554,childhood friends,1528348239
132230,6550,89554,father son conflict,1528348239
132231,6550,89554,female domination,1528348239
132232,6550,89554,flirting,1528348239
132233,6550,89554,friend vacation,1528348239
132234,6550,89554,lyricist,1528348239
132235,6550,89554,painter,1528348239
132236,6550,89554,poet,1528348239
132237,6550,89554,school friend,1528348239
132238,6550,89554,scuba diver,1528348239
132239,6550,89554,scuba diving,1528348239
132240,6550,89554,sky diving,1528348239
132241,6550,89554,vacation,1528348239
132688,6550,90057,apocalypse,1528591710
132689,6550,90057,apocalyptic vision,1528591710
132690,6550,90057,bank loan,1528591710
132691,6550,90057,beach,1528591710
132692,6550,90057,construction worker,1528591710
132693,6550,90057,deaf,1528591710
132694,6550,90057,end of the world,1528591710
132695,6550,90057,mental illness,1528591710
132696,6550,90057,ohio,1528591710
132697,6550,90057,sanity,1528591710
132698,6550,90057,shelter,1528591710
132699,6550,90057,storm shelter,1528591710
132700,6550,90057,visions,1528591710
132803,6550,90249,father son reunion,1527452339
132804,6550,90249,fight,1527452339
132805,6550,90249,future,1527452339
132806,6550,90249,parent child relationship,1527452339
132807,6550,90249,prizefighting,1527452339
132808,6550,90249,robot,1527452339
132809,6550,90249,robot fighting,1527452339
132810,6550,90249,sport,1527452339
133031,6550,90474,woman director,1527405102
134208,6550,91808,black lgbt,1527403815
134209,6550,91808,dyje,1527403815
134210,6550,91808,female homosexuality,1527403815
134211,6550,91808,identity,1527403815
134212,6550,91808,lesbian,1527403815
134213,6550,91808,lesbian director,1527403815
134214,6550,91808,lgbt teen,1527403815
134215,6550,91808,teenage sexuality,1527403815
134216,6550,91808,woman director,1527403815
136516,6550,95058,anarchist,1528590202
136517,6550,95058,barber,1528590202
136518,6550,95058,billionaire,1528590202
136519,6550,95058,bodyguard,1528590202
136520,6550,95058,bookshop,1528590202
136521,6550,95058,deformity,1528590202
136522,6550,95058,homeless person,1528590202
136523,6550,95058,limousine,1528590202
136524,6550,95058,limousine driver,1528590202
136525,6550,95058,murder,1528590202
136526,6550,95058,paparazzi,1528590202
136527,6550,95058,sex,1528590202
136528,6550,95058,squatting,1528590202
136529,6550,95058,voice recognition,1528590202
137709,6550,96832,limousine,1528590964
137710,6550,96832,multiple identities,1528590964
137711,6550,96832,multiple roles,1528590964
137712,6550,96832,penis,1528590964
137713,6550,96832,sewer of paris,1528590964
137714,6550,96832,talking car,1528590964
137715,6550,96832,traveling through a sewer,1528590964
137716,6550,96832,wig,1528590964
139458,6550,99007,based on young adult novel,1528509762
139459,6550,99007,dystopia,1528509762
