,userId,movieId,rating,timestamp
62297,494,55820,3.0,1340860198
62357,494,80831,3.0,1340866586
62376,494,85510,2.0,1346013240
62396,494,90249,4.0,1346015202
62437,494,109487,3.0,1532808304
62485,494,162578,3.5,1532824527
63038,503,55820,4.5,1567549382
63396,510,66097,5.0,1488981106
63862,514,55820,5.0,1427595646
63878,514,72011,5.0,1428185237
63909,514,109487,3.0,1427623026
65107,521,55820,3.5,1279876846
65129,521,72011,3.0,1279876792
65165,522,55820,3.5,1417897368
65750,527,71535,3.5,1445633189
65751,527,72011,3.0,1445634041
65820,527,109487,4.5,1445630989
65837,527,134368,3.0,1445633955
66046,531,71535,5.0,1292743188
66489,538,72011,3.0,1296501477
66492,538,74154,3.0,1443749108
66495,538,78039,4.0,1299117210
67138,541,55820,5.0,1542827254
67177,541,66097,4.5,1542827250
67313,541,109487,5.0,1542826330
67356,541,122890,3.5,1542827256
67404,541,134368,4.0,1542827250
67513,541,162578,4.0,1542827253
67782,542,71535,3.5,1558155831
67822,542,109487,3.5,1540968474
68147,544,78039,4.5,1454001337
70080,548,55272,3.0,1431644964
70102,548,55820,4.0,1431644959
70245,548,63222,3.5,1431644889
70391,548,71535,4.0,1431644990
70402,548,72011,4.0,1431644890
70445,548,74154,3.0,1431644911
70475,548,75813,3.5,1431644926
70498,548,78088,4.0,1431644956
70551,548,80831,3.5,1431644906
70635,548,85510,2.0,1431644958
70711,548,90057,3.5,1431644941
70713,548,90249,3.5,1431644949
70820,548,95058,2.5,1431644934
70890,548,99007,3.0,1431644925
70945,548,101973,3.5,1431644924
71081,548,109487,3.5,1431644885
71120,548,111443,3.0,1431644901
71230,548,116977,3.0,1431644893
71278,548,121284,2.5,1431644911
71376,548,132796,2.5,1445039427
71388,548,133867,2.5,1445039428
71392,548,134368,4.0,1445039431
72407,554,71535,4.0,1326394135
73253,563,66097,4.0,1242469548
75125,573,109487,4.5,1430542681
75313,575,66097,4.5,1352667515
75337,575,85510,3.0,1352668946
77892,598,66097,0.5,1460869433
78894,606,71535,5.0,1473355300
78964,606,86298,4.0,1493421602
78988,606,90249,5.0,1474672485
79050,606,99007,5.0,1473370469
79103,606,109487,4.5,1508018144
79188,606,134368,5.0,1473355460
79251,606,160954,5.0,1477429141
79439,607,55820,4.5,1534277859
79451,607,71535,3.5,1534278061
79480,607,109487,4.0,1534264955
79742,608,55820,3.5,1439867868
79803,608,109487,4.0,1439864829
79819,608,134368,4.0,1439865401
80042,610,55820,4.5,1432233463
80059,610,71535,3.0,1432233033
80337,612,55820,3.0,1558193953
80347,612,90057,4.0,1558193295
80748,618,109487,5.0,1448138753
80911,619,71535,4.0,1432499324
80956,619,109487,4.5,1432498382
83364,628,71535,4.0,1480626587
83366,628,72011,3.0,1480626588
83412,628,90249,4.5,1480626585
83473,628,99007,2.5,1480626584
83553,628,109487,4.0,1480626585
83600,628,116977,2.5,1480626585
83622,628,122890,3.0,1480626583
83646,628,132796,3.0,1480626584
83650,628,134368,3.0,1480626584
85448,647,71535,3.0,1490526688
85465,647,85510,4.0,1347813449
85497,647,99007,3.0,1361057681
85517,647,109487,3.5,1418241716
86031,648,55820,2.5,1485099466
86070,648,66097,0.5,1485100719
86129,648,86298,0.5,1486815404
86175,648,96832,2.0,1486811124
86228,648,109487,2.5,1485099452
86680,650,109487,5.0,1512758668
87693,653,66097,3.0,1512944884
87706,653,72011,3.0,1506281259
87888,653,186005,3.5,1571435876
88076,657,55820,5.0,1337790622
88090,657,71535,5.0,1337791099
89118,675,55820,4.5,1531789661
89948,687,71535,4.0,1458242853
91629,696,55820,4.5,1267940125
91894,698,71535,3.0,1490884428
92135,700,55820,3.5,1350795311
92157,700,71535,4.0,1350794618
92158,700,72011,4.5,1350794611
92405,702,109487,4.5,1570859284
92448,702,162578,4.0,1570859284
92551,704,109487,5.0,1499138641
92889,705,71535,3.5,1465261897
92989,705,109487,3.0,1471792975
93930,709,55820,4.0,1483877776
93982,709,71535,5.0,1483820355
94014,709,85510,5.0,1483878964
94093,709,109487,5.0,1483820442
94141,709,162578,4.0,1483817934
94193,710,55820,4.0,1227153725
94235,711,109487,4.0,1455655976
94382,712,71535,4.5,1437249403
94534,713,71535,4.5,1486852434
94544,713,90249,2.5,1486852496
94840,714,66097,4.0,1252948854
94849,714,72011,4.0,1272832305
95595,723,55820,4.0,1492177821
95619,723,86298,4.0,1492178858
95641,723,109487,3.0,1492177794
95742,725,55820,4.5,1295827859
95932,727,66097,3.5,1484947573
95936,727,71535,4.0,1484946824
95957,727,109487,3.5,1484948457
96010,729,109487,5.0,1467371002
96759,735,109487,4.0,1550605975
96919,736,55820,4.0,1441979499
96936,736,71535,3.0,1441979532
96937,736,72011,4.0,1441980591
96941,736,78039,3.5,1441980817
96962,736,109487,2.5,1441979353
97293,738,55820,4.0,1248177050
97420,739,109487,3.0,1525501519
97817,740,109487,4.5,1456736119
98175,741,72011,3.5,1435940355
98350,744,109487,3.5,1422255164
98668,749,55820,5.0,1545797563
98727,750,192283,4.0,1548957336
99138,755,71535,3.5,1494403488
99162,755,109487,4.0,1495357933
100956,757,55820,5.0,1196086920
101003,759,72011,4.0,1272373810
101071,761,109487,5.0,1513994444
101170,763,109487,5.0,1524345567
101770,768,55820,0.5,1456464515
101789,768,66097,0.5,1456464839
101837,768,109487,5.0,1456464410
102074,770,55820,5.0,1203545417
102614,774,71535,2.5,1483113734
102764,775,55820,3.0,1460320600
102811,775,111443,4.5,1460392438
103756,790,71535,4.0,1459064424
104636,797,66097,3.5,1351930606
104767,798,55820,4.0,1439943998
104786,798,72011,4.0,1439944518
104819,798,109487,4.0,1439944634
104894,799,111443,4.0,1418339202
104914,800,109487,5.0,1519433570
105314,801,55820,4.0,1480450704
105377,801,78039,4.0,1480451268
105411,801,90057,4.0,1480450523
105435,801,96832,2.0,1498769366
105488,801,109487,4.0,1480450854
105510,801,115828,4.0,1480451108
106924,803,63222,3.5,1232577000
106934,803,71535,3.5,1404439358
108421,815,109487,4.0,1459513376
108612,819,71535,4.0,1519046239
108957,822,55820,2.0,1480329274
108991,822,109487,4.0,1479834257
109156,824,109487,4.0,1443268876
109197,825,109487,2.5,1448361789
110054,829,55820,4.0,1466026521
110448,832,66097,2.0,1483888440
110451,832,72011,3.5,1477927335
110454,832,78039,4.0,1477929192
110597,833,71535,5.0,1467557541
115152,847,47423,4.5,1177821940
115204,847,52005,4.0,1207786764
115235,847,55272,4.0,1410720442
115245,847,55820,3.5,1195947657
115351,847,66097,3.5,1279293427
115411,847,72011,3.5,1271424205
115447,847,78039,2.0,1381551016
115462,847,80831,3.5,1311309276
115542,847,90057,3.0,1333997233
115711,847,109487,3.0,1419865230
115719,847,111443,3.5,1428126513
115800,847,134680,4.5,1461992191
116603,848,99007,2.5,1493606720
117876,858,47423,4.5,1207364333
117886,858,55820,4.5,1207286480
118703,859,55820,5.0,1292818711
118719,859,71535,4.0,1292818165
118722,859,78088,4.0,1292817923
120051,862,109487,4.0,1437440467
120698,865,72011,5.0,1435061578
120910,868,55820,3.5,1415986915
121368,871,55820,4.5,1520117243
121447,871,78088,4.0,1520121500
121456,871,80831,4.0,1541897608
121505,871,90057,4.0,1529194642
121506,871,90249,3.0,1520214032
121582,871,109487,4.5,1520116561
121683,871,162578,3.5,1520568396
122007,874,109487,4.0,1507537004
122858,879,71535,5.0,1282954415
122862,879,74154,5.0,1282955460
123235,886,72011,3.5,1264408992
123242,886,75813,4.0,1273841904
124773,896,72011,4.0,1356570653
124775,896,74154,3.0,1405304041
124867,896,99007,2.5,1405303605
125171,899,55820,5.0,1426110660
125191,899,109487,0.5,1426110245
125870,901,55820,4.5,1492810174
125932,901,66097,4.0,1492909144
125970,901,71535,3.0,1492875660
125973,901,72011,3.0,1492909133
126043,901,85510,2.5,1501610541
126047,901,86298,3.0,1514197619
126080,901,90057,3.5,1493552306
126082,901,90249,3.0,1501610525
126175,901,109487,4.0,1492810529
126212,901,116977,0.5,1503325312
126291,901,162578,3.5,1503673136
126328,901,175475,0.5,1503325436
126990,904,55820,5.0,1569115632
127025,904,66097,5.0,1568880060
127047,904,71535,5.0,1569115994
127073,904,80831,5.0,1568886645
127157,904,109487,5.0,1569115604
127162,904,111443,4.0,1568886210
127209,904,162578,5.0,1568881322
127574,906,90249,4.5,1570476809
127610,906,109487,5.0,1562844490
127665,906,162578,5.0,1562844625
128081,910,66097,4.0,1534248185
128435,912,66097,4.5,1287658292
129360,919,55820,5.0,1512226103
129412,919,71535,5.0,1512226393
129439,919,86298,2.0,1512227240
129493,919,109487,4.0,1512226384
129514,919,122890,3.0,1512228453
130318,924,99007,3.0,1367858649
131171,928,55820,4.5,1553261755
131172,928,66097,3.5,1553179153
131184,928,109487,5.0,1553180338
131658,935,71535,4.5,1468245639
131706,935,109487,4.0,1444054009
131768,936,71535,3.5,1439803043
131778,936,109487,3.0,1439802908
132785,939,192283,4.0,1544248157
132823,941,109487,3.5,1440067797
133074,943,109487,5.0,1568056186
133369,944,55820,2.5,1504395331
133386,944,71535,4.0,1504395452
133406,944,90249,3.0,1506823660
133422,944,109487,3.5,1504395308
133456,944,162578,3.5,1504396816
133923,947,55820,4.0,1224433823
133999,947,72011,4.0,1270749787
134009,947,74154,2.0,1280817148
134017,947,78088,4.0,1295719036
134052,947,90249,4.5,1327141042
134538,951,78039,4.0,1439235845
134632,952,71535,4.5,1509317665
134647,952,109487,4.0,1509318078
134851,955,55820,5.0,1292315571
134871,955,71535,4.0,1292315710
134936,956,55820,4.5,1496363552
134960,956,109487,3.5,1496279514
135921,962,55272,4.0,1245872098
136638,967,55820,4.5,1517972571
136663,967,72011,4.0,1517541485
136738,967,109487,4.0,1516669634
137316,973,55820,4.0,1569276957
137334,973,71535,3.0,1572011173
137378,973,109487,3.5,1569525418
137381,973,111443,3.0,1572011009
137441,973,183619,3.0,1572011034
137623,975,55820,4.0,1459757815
137629,975,71535,4.0,1459758116
138986,983,55820,4.0,1203198265
139029,983,66097,4.0,1283707829
139051,983,71535,3.5,1288610883
139052,983,72011,3.5,1294221643
139086,983,85510,2.0,1318437942
139102,983,90249,3.0,1420058548
139909,988,109487,4.5,1491398039
139940,989,109487,5.0,1434448320
140339,993,71535,4.0,1354391247
141753,997,47423,3.5,1529267481
141848,997,55820,4.5,1529249670
141935,997,66097,3.0,1529249090
141995,997,71535,3.5,1529242582
141999,997,72011,3.5,1529260704
142050,997,78039,3.0,1529578258
142141,997,85510,2.0,1529267287
142148,997,86298,3.0,1529269642
142198,997,90057,3.5,1529263307
142199,997,90249,3.5,1529264144
142275,997,95058,2.5,1529565421
142463,997,109487,5.0,1529242482
142522,997,116977,2.0,1529561110
142546,997,122890,2.0,1529330458
142981,997,183619,4.0,1529733529
143787,1006,109487,5.0,1571262199
144157,1010,109487,5.0,1442439123
144285,1011,55820,3.5,1491060813
144312,1011,71535,3.0,1514746385
144339,1011,85510,3.5,1491060813
144373,1011,99007,3.5,1491060813
144417,1011,109487,3.5,1491060811
144478,1011,134368,4.0,1492289801
145036,1014,109487,4.5,1455221163
145181,1017,47423,4.5,1289441510
145192,1017,72011,3.5,1289441617
145330,1019,55820,5.0,1562288028
145344,1019,71535,4.0,1562288583
145394,1019,132796,2.0,1562287711
145921,1028,80831,4.0,1303317827
146629,1034,109487,4.5,1519071147
147936,1039,55820,4.0,1504021055
147951,1039,109487,5.0,1504020542
148114,1040,109487,5.0,1443740976
148520,1042,71535,4.5,1394131039
148685,1043,55820,3.5,1275381523
149368,1048,55820,4.5,1203973443
149403,1048,72011,3.5,1302386764
149424,1048,86298,3.5,1319224660
149445,1048,109487,4.0,1437473665
150057,1053,71535,3.0,1303019725
150142,1055,162578,3.5,1507906406
150191,1056,71535,5.0,1436345612
150472,1060,109487,3.5,1538508190
151210,1066,55820,4.0,1250647990
151222,1066,66097,3.0,1250646732
151853,1068,55820,3.0,1518303544
151893,1068,109487,2.5,1569464917
152236,1071,66097,4.0,1299768560
152336,1072,109487,4.0,1455071478
152798,1075,55820,3.5,1226763404
154829,1099,109487,5.0,1571305115
155152,1101,55820,5.0,1496024488
155167,1101,66097,4.0,1496025841
155233,1101,109487,3.0,1496024601
155256,1101,134368,3.0,1496025514
156063,1108,109487,5.0,1518440711
156104,1109,55820,0.5,1206583652
156692,1116,109487,5.0,1498934066
157151,1122,72011,4.5,1480215626
158351,1131,109487,4.0,1462905737
160625,1148,55820,4.5,1419541664
160647,1148,72011,4.0,1419542280
160686,1148,109487,4.5,1419543224
160961,1149,78088,4.0,1501644356
160981,1149,90057,4.0,1502140622
160982,1149,90249,3.0,1501742081
161529,1154,71535,4.0,1561673305
161665,1155,109487,4.5,1536274755
163232,1167,55820,5.0,1552322547
163270,1167,109487,5.0,1545041152
163739,1168,55820,4.0,1342780727
163770,1168,71535,5.0,1342785545
163780,1168,85510,3.5,1349961130
164151,1172,71535,4.5,1542338740
164639,1174,55820,5.0,1446947085
164885,1176,55820,4.0,1500186616
165329,1181,109487,4.0,1513369409
165380,1183,71535,3.0,1507755013
166259,1187,109487,3.5,1420133671
166807,1190,55820,4.5,1209030608
166951,1192,71535,5.0,1473174043
166992,1192,109487,5.0,1473174182
167130,1194,109487,4.5,1546247533
167371,1196,55820,5.0,1323579678
167380,1196,71535,3.5,1323579839
168052,1202,71535,3.0,1438383447
168061,1202,78039,3.0,1438380281
168087,1202,96832,4.5,1438378869
169252,1203,71535,5.0,1421525593
169381,1203,116977,0.5,1437675252
171242,1220,55820,4.5,1210620972
171898,1223,55820,5.0,1537061780
171908,1223,72011,3.0,1542865216
171921,1223,109487,3.0,1537061688
172086,1224,71535,4.0,1408127576
172087,1224,72011,4.0,1500218269
172160,1224,109487,4.5,1427728304
172274,1226,55820,5.0,1519571997
172279,1226,71535,2.5,1519572838
172293,1226,109487,4.5,1519572525
173120,1228,55820,3.0,1464631815
173176,1228,71535,3.5,1464630387
173388,1228,134368,5.0,1464630859
173556,1228,192561,3.0,1538331468
173576,1228,195415,3.5,1543258245
174134,1232,90249,5.0,1439784946
174176,1232,109487,5.0,1439781597
174180,1232,111443,5.0,1439784973
174209,1232,116977,2.5,1439786945
174261,1232,132796,5.0,1439780939
174266,1232,134368,3.0,1439780958
174330,1232,162578,4.5,1485926363
174676,1238,55820,4.5,1495751748
174720,1238,109487,5.0,1495751463
175498,1242,72011,4.0,1266149439
176014,1243,55820,4.0,1237596701
176082,1243,71535,3.5,1353561648
176831,1253,55820,4.5,1375912676
177207,1254,71535,4.0,1258483857
177246,1255,78088,1.5,1407160565
177481,1259,109487,5.0,1553295507
178221,1265,55820,3.0,1538961952
178512,1272,71535,5.0,1524504541
179081,1275,109487,5.0,1456682190
179135,1276,55820,4.5,1455736625
179681,1280,109487,3.5,1560218318
180137,1281,55820,3.5,1493479187
180199,1281,78039,3.0,1493479188
180200,1281,78088,1.5,1493479189
180285,1281,90057,3.0,1493479186
180326,1281,95058,3.0,1493479186
180354,1281,96832,4.0,1493479186
180369,1281,99007,1.0,1493479189
180386,1281,101973,1.0,1493479186
180443,1281,109487,2.0,1493479187
180461,1281,111443,1.5,1493479189
180543,1281,122890,1.0,1493479187
180589,1281,134368,1.5,1493479188
180590,1281,134680,2.5,1493479185
180684,1281,162578,1.5,1493479187
180802,1282,71535,4.5,1280855545
180970,1285,109487,4.0,1446262286
181410,1288,86298,2.5,1520618406
181428,1288,90249,3.5,1520617818
181527,1288,122890,4.0,1526124561
181541,1288,132796,3.0,1520618274
181583,1288,183619,4.0,1526923493
182691,1296,55820,5.0,1411893475
184467,1307,55820,4.5,1568135290
184483,1307,66097,4.0,1568151622
184493,1307,71535,3.5,1568142179
184560,1307,109487,3.5,1568135232
184737,1309,55820,5.0,1557280738
184748,1309,109487,5.0,1557280582
185897,1319,55820,5.0,1218292049
186045,1321,71535,4.0,1512748577
186059,1321,109487,3.5,1512749512
186076,1321,162578,5.0,1512748721
186424,1327,55820,4.5,1551225574
186427,1327,66097,3.5,1551224929
186522,1328,71535,3.5,1489757881
186538,1328,109487,5.0,1489758517
187098,1330,55820,3.0,1383822146
187110,1330,71535,3.5,1383823167
187111,1330,72011,3.5,1383823162
187122,1330,86298,4.0,1383823778
187635,1335,109487,5.0,1557077322
187668,1335,183619,4.0,1557077467
187984,1337,55820,2.0,1560797559
188083,1337,109487,3.5,1560797559
188289,1338,55820,4.5,1472684474
188369,1338,162578,4.0,1483383562
188372,1338,183619,3.5,1560021016
189053,1342,55820,5.0,1429639981
189086,1342,71535,4.5,1429642408
189087,1342,72011,4.0,1429642844
189098,1342,78039,3.5,1429640019
189152,1342,109487,5.0,1429638819
189304,1343,55820,4.0,1286035408
189418,1344,55820,4.0,1447177588
189437,1344,71535,4.5,1447095658
189471,1344,90249,4.0,1447016068
189514,1344,109487,5.0,1446930758
189544,1344,132796,4.0,1447015478
189640,1346,55820,3.0,1402220773
189985,1350,109487,5.0,1481412392
190502,1355,55820,3.5,1535207821
190512,1355,66097,4.0,1535208003
190525,1355,122890,3.5,1535207605
190945,1358,66097,4.0,1483744337
191002,1358,111443,2.5,1494202210
191230,1361,55820,2.5,1216145942
191592,1363,47423,4.0,1548175821
191604,1363,109487,4.0,1548176065
191843,1366,55820,3.0,1471630989
191851,1366,71535,3.5,1471631309
192552,1369,111443,4.0,1429641503
192865,1372,55820,4.5,1313096360
193156,1377,109487,4.0,1432612754
193359,1380,55820,3.5,1546318215
193368,1380,109487,4.5,1546318197
193918,1384,85510,0.5,1546448820
193920,1384,86298,0.5,1546448836
193984,1384,109487,3.0,1526057158
194001,1384,116977,2.0,1546449068
194232,1386,66097,4.0,1519496847
194743,1390,71535,4.0,1525489206
194751,1390,74154,4.0,1525489021
194803,1390,99007,4.0,1525497391
195999,1400,90249,4.0,1462614844
196017,1400,109487,4.5,1464975477
197063,1401,55820,3.5,1546592948
197113,1401,66097,2.0,1544378930
197146,1401,71535,2.5,1544251026
197160,1401,78088,4.5,1544377669
197189,1401,86298,1.0,1544471900
197282,1401,101973,2.5,1544476401
197344,1401,109487,3.0,1544251014
197417,1401,132796,2.0,1544473305
200054,1409,55820,4.0,1287853958
200104,1409,63222,3.0,1353228898
200113,1409,66097,3.5,1353180384
200136,1409,71535,3.0,1353180550
200139,1409,72011,4.0,1287843533
200588,1415,72011,3.0,1301590191
201360,1424,55820,4.5,1348858863
201379,1424,66097,3.5,1348859358
201390,1424,71535,3.5,1348859209
201391,1424,72011,4.0,1348858899
201671,1427,96832,3.0,1356399082
202020,1428,55820,4.5,1542553586
202047,1428,71535,3.0,1542420416
202084,1428,109487,3.5,1542424366
202390,1432,109487,4.5,1453482265
203125,1439,71535,4.0,1443749450
203141,1439,109487,3.5,1438126351
203201,1440,55820,5.0,1460788386
203235,1440,109487,4.5,1439816733
203694,1444,55820,4.0,1393113666
